Ad Name,Ad Set,Campaign,Reporting Starts,Reporting Ends,Impressions,Link Clicks,Amount Spent (USD),3-Second Video Views,Video Watches at 100%,Video Watches at 50%
Video- US - M 18-45 - Music - V2400HD - ToysRUs,Video- US - M 18-45 - Music,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,1670,1,7.92,153,53,114
Video- US - M 5-7 - Music - V2400HD - Walmart,Video- US - M 5-7 - Music,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,450,0,4.68,22,6,16
Video- US - M 8-12 - Music - V2400HD - ToysRUs,Video- US - M 8-12 - Music,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,1226,3,12.8,72,14,46
Video- US - M 13-17 - Music - V2400HD - ToysRUs,Video- US - M 13-17 - Music,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,3926,10,13.5,175,45,121
Video- US - M 5-7 - Music - V2400HD - Target,Video- US - M 5-7 - Music,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,127,0,1.21,5,1,2
Video- US - M 13-17 - Music - V2400HD - Walmart,Video- US - M 13-17 - Music,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,12276,24,41.2,510,126,353
Video- US - M 5-7 - Music - V2400HD - ToysRUs,Video- US - M 5-7 - Music,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,472,0,4.19,20,6,14
Video- US - M 13-17 - Music - V2400HD - Target,Video- US - M 13-17 - Music,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,606,2,1.35,32,5,22
Video- US - M 8-12 - Music - V2400HD - Walmart,Video- US - M 8-12 - Music,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,16,0,0.17,1,1,1
Video- US - M 8-12 - Music - V2400HD - Target,Video- US - M 8-12 - Music,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,6,0,0.05,0,0,0
Video- US - M 8-12 - Movies - V2400HD - Walmart,Video- US - M 8-12 - Gifts,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,500,2,6.66,26,5,19
Video- US - M 8-12 - Movies - V2400HD - ToysRUs,Video- US - M 8-12 - Gifts,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,52,0,0.74,2,1,1
Video- US - M 18-45 - Movies - V2400HD - Target,Video- US - M 18-45 - Gifts,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,3386,8,19.6,303,76,217
Video- US - M 8-12 - Movies - V2400HD - Target,Video- US - M 8-12 - Gifts,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,1092,2,14.79,67,14,42
Video- US - M 18-45 - Movies - V2400HD - Walmart,Video- US - M 18-45 - Gifts,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,1,0,0,0,0,0
Video- US - M 18-45 - Movies - V2400HD - ToysRUs,Video- US - M 18-45 - Gifts,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,559,1,2.3,38,13,30
Video- US - M 5-7 - Movies - V2400HD - Walmart,Video- US - M 5-7 - Gifts,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,666,4,7.95,38,10,27
Video- US - M 5-7 - Movies - V2400HD - Target,Video- US - M 5-7 - Gifts,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,436,0,5.18,28,6,17
Video- US - M 5-7 - Movies - V2400HD - ToysRUs,Video- US - M 5-7 - Gifts,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,58,0,0.79,0,0,0
Video- US - M 18-45 - Games - V2400HD - ToysRUs,Video- US - M 18-45 - Games,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,3543,4,14.65,320,94,243
Video- US - M 18-45 - Drones - V2400HD - ToysRUs,Video- US - M 18-45 - Drones,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,6865,15,30.31,624,164,450
Video- US - M 18-45 - Games - V2400HD - Target,Video- US - M 18-45 - Games,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,7248,19,26.8,539,137,406
Video- US - M 18-45 - Drones - V2400HD - Target,Video- US - M 18-45 - Drones,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,12879,20,42.9,863,206,595
Video- US - M 18-45 - Drones - V2400HD - Walmart,Video- US - M 18-45 - Drones,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,2425,4,10.19,210,48,147
Video- US - M 18-45 - Games - V2400HD - Walmart,Video- US - M 18-45 - Games,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,62,0,0.15,2,2,2
Video- US - M 18-45 - Movies - V2400HD - ToysRUs,Video- US - M 18-45 - Movies,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,234,1,0.65,10,2,7
Video- US - M 18-45 - Movies - V2400HD - Target,Video- US - M 18-45 - Movies,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,4187,7,17.13,349,84,255
Video- US - M 18-45 - Movies - V2400HD - Walmart,Video- US - M 18-45 - Movies,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,3100,8,10.5,209,58,153
Video- US - M 8-12 - Games - V2400HD - ToysRUs,Video- US - M 8-12 - Games,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,3603,4,36.27,159,39,102
Video- US - M 8-12 - TV Shows - V2400HD - ToysRUs,Video- US - M 8-12 - TV Shows,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,4144,7,41.51,248,56,171
Video- US - M 8-12 - Games - V2400HD - Target,Video- US - M 8-12 - Games,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,225,1,1.93,8,1,6
Video- US - M 8-12 - TV Shows - V2400HD - Target,Video- US - M 8-12 - TV Shows,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,3073,7,24.31,143,32,95
Video- US - M 8-12 - Games - V2400HD - Walmart,Video- US - M 8-12 - Games,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,144,0,1.27,4,1,2
Video- US - M 8-12 - TV Shows - V2400HD - Walmart,Video- US - M 8-12 - TV Shows,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,7,0,0.04,0,0,0
Video- US - M 18-45 - YouTube - V2400HD - ToysRUs,Video- US - M 18-45 - YouTube,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,5565,9,22.11,420,87,309
Video- US - M 18-45 - TV Shows - V2400HD - ToysRUs,Video- US - M 18-45 - TV Shows,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,465,1,1.21,30,11,24
Video- US - M 18-45 - YouTube - V2400HD - Target,Video- US - M 18-45 - YouTube,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,1311,3,4.88,93,25,67
Video- US - M 18-45 - TV Shows - V2400HD - Target,Video- US - M 18-45 - TV Shows,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,1639,4,4.34,68,15,45
Video- US - M 18-45 - TV Shows - V2400HD - Walmart,Video- US - M 18-45 - TV Shows,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,4572,9,23.21,390,100,279
Video- US - M 18-45 - YouTube - V2400HD - Walmart,Video- US - M 18-45 - YouTube,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,409,2,0.93,16,5,10
Video- US - M 8-12 - Drones - V2400HD - ToysRUs,Video- US - M 8-12 - Drones,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,57,1,0.62,3,0,2
Video- US - M 8-12 - Drones - V2400HD - Target,Video- US - M 8-12 - Drones,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,2717,1,22.22,98,18,61
Video- US - M 8-12 - Drones - V2400HD - Walmart,Video- US - M 8-12 - Drones,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,1743,3,14.57,91,16,53
Video- US - M 5-7 - YouTube - V2400HD - ToysRUs,Video- US - M 5-7 - YouTube,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,2253,3,19.64,126,26,69
Video- US - M 8-12 - Movies - V2400HD - ToysRUs,Video- US - M 8-12 - Movies,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,25,0,0.19,2,0,0
Video- US - M 5-7 - YouTube - V2400HD - Target,Video- US - M 5-7 - YouTube,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,18,0,0.12,1,0,1
Video- US - M 8-12 - Movies - V2400HD - Target,Video- US - M 8-12 - Movies,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,80,0,0.59,2,0,1
Video- US - M 8-12 - Movies - V2400HD - Walmart,Video- US - M 8-12 - Movies,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,2570,6,24.87,133,25,78
Video- US - M 5-7 - YouTube - V2400HD - Walmart,Video- US - M 5-7 - YouTube,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,110,0,0.88,8,1,4
Video- US - M 8-12 - YouTube - V2400HD - ToysRUs,Video- US - M 8-12 - YouTube,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,4004,4,39.43,166,34,118
Video- US - M 8-12 - YouTube - V2400HD - Target,Video- US - M 8-12 - YouTube,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,1984,2,22.42,120,35,80
Video- US - M 8-12 - YouTube - V2400HD - Walmart,Video- US - M 8-12 - YouTube,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,167,0,1.5,9,1,4
Video- US - M 5-7 - TV Shows - V2400HD - ToysRUs,Video- US - M 5-7 - TV Shows,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,48,0,0.37,2,0,1
Video- US - M 5-7 - TV Shows - V2400HD - Target,Video- US - M 5-7 - TV Shows,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,1931,2,17.72,104,19,65
Video- US - M 5-7 - TV Shows - V2400HD - Walmart,Video- US - M 5-7 - TV Shows,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,2166,2,18.42,113,33,83
Video- US - M 5-7 - Games - V2400HD - ToysRUs,Video- US - M 5-7 - Games,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,24,0,0.24,1,0,0
Video- US - M 5-7 - Drones - V2400HD - ToysRUs,Video- US - M 5-7 - Drones,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,431,1,3.99,20,7,14
Video- US - M 5-7 - Games - V2400HD - Target,Video- US - M 5-7 - Games,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,1741,1,13.85,87,30,58
Video- US - M 5-7 - Drones - V2400HD - Target,Video- US - M 5-7 - Drones,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,11,0,0.08,1,0,0
Video- US - M 5-7 - Drones - V2400HD - Walmart,Video- US - M 5-7 - Drones,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,141,0,0.92,10,3,7
Video- US - M 5-7 - Games - V2400HD - Walmart,Video- US - M 5-7 - Games,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,138,1,1.06,4,0,1
Video- US - M 13-17 - Movies - V2400HD - Target,Video- US - M 13-17 - Gifts,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,2,0,0.01,0,0,0
Video- US - M 13-17 - Movies - V2400HD - ToysRUs,Video- US - M 13-17 - Gifts,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,4,0,0.04,0,0,0
Video- US - M 5-7 - Movies - V2400HD - ToysRUs,Video- US - M 5-7 - Movies,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,87,0,0.77,4,1,2
Video- US - M 5-7 - Movies - V2400HD - Target,Video- US - M 5-7 - Movies,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,1312,1,13.38,75,17,39
Video- US - M 5-7 - Movies - V2400HD - Walmart,Video- US - M 5-7 - Movies,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,78,0,0.75,3,0,1
Video- US - M 13-17 - Movies - V2400,Video- US - M 13-17 - Gifts,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,1,0,0.01,0,0,0
Video- US - M 13-17 - Movies - S1700,Video- US - M 13-17 - Gifts,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,2,0,0.05,0,0,0
Video- US - M 13-17 - Movies - M500 - 30 Secs,Video- US - M 13-17 - Gifts,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,1,0,0.01,0,0,0
Video- US - M 13-17 - Movies - V2400HD - ToysRUs,Video- US - M 13-17 - Movies,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,472,0,1.29,12,2,9
Video- US - M 13-17 - TV Shows - V2400HD - ToysRUs,Video- US - M 13-17 - TV Shows,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,11747,46,54.28,712,165,527
Video- US - M 13-17 - Movies - V2400HD - Target,Video- US - M 13-17 - Movies,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,10989,13,34.08,394,89,272
Video- US - M 13-17 - TV Shows - V2400HD - Target,Video- US - M 13-17 - TV Shows,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,243,1,0.62,9,2,7
Video- US - M 13-17 - Movies - V2400HD - Walmart,Video- US - M 13-17 - Movies,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,8024,16,19.49,232,46,152
Video- US - M 13-17 - TV Shows - V2400HD - Walmart,Video- US - M 13-17 - TV Shows,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,64,0,0.12,2,2,2
Video- US - M 13-17 - Drones - V2400HD - ToysRUs,Video- US - M 13-17 - Drones,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,9803,28,38.49,464,97,314
Video- US - M 13-17 - Games - V2400HD - ToysRUs,Video- US - M 13-17 - Games,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,15758,10,38.47,416,94,290
Video- US - M 13-17 - YouTube - V2400HD - ToysRUs,Video- US - M 13-17 - YouTube,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,18363,32,70.58,816,160,579
Video- US - M 13-17 - Drones - V2400HD - Target,Video- US - M 13-17 - Drones,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,1188,0,3.01,31,10,19
Video- US - M 13-17 - YouTube - V2400HD - Target,Video- US - M 13-17 - YouTube,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,35,0,0.08,0,0,0
Video- US - M 13-17 - Games - V2400HD - Target,Video- US - M 13-17 - Games,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,962,3,1.54,14,2,9
Video- US - M 13-17 - Games - V2400HD - Walmart,Video- US - M 13-17 - Games,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,16104,21,42.51,457,106,303
Video- US - M 13-17 - YouTube - V2400HD - Walmart,Video- US - M 13-17 - YouTube,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,11052,27,39.28,436,111,307
Video- US - M 13-17 - Drones - V2400HD - Walmart,Video- US - M 13-17 - Drones,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,20216,33,67.3,755,173,539
Video- US - M 8-12 - Movies - V2400HD - 30 Sec - ToysRUs,Video- US - M 8-12 - Gifts,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,3578,8,41.86,240,86,164
Video- US - M 8-12 - Movies - V2400HD - 30 Sec - Walmart,Video- US - M 8-12 - Gifts,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,1103,0,16.63,89,21,56
Video- US - M 8-12 - Movies - V2400HD - 30 Sec - Target,Video- US - M 8-12 - Gifts,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,295,1,5.04,24,8,20
Video- US - M 18-45 - Movies - V2400HD - 30 Sec - Walmart,Video- US - M 18-45 - Gifts,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,959,2,8.96,90,24,64
Video- US - M 18-45 - Movies - V2400HD - 30 Sec - ToysRUs,Video- US - M 18-45 - Gifts,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,1873,4,17.43,181,57,123
Video- US - M 18-45 - Movies - V2400HD - 30 Sec - Target,Video- US - M 18-45 - Gifts,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,2769,4,25.01,306,93,217
Video- US - M 5-7 - Movies - V2400HD - 30 Sec - Walmart,Video- US - M 5-7 - Gifts,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,85,1,0.85,9,4,5
Video- US - M 5-7 - Movies - V2400HD - 30 Sec - ToysRUs,Video- US - M 5-7 - Gifts,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,355,0,4.07,21,10,17
Video- US - M 5-7 - Movies - V2400HD - 30 Sec - Target,Video- US - M 5-7 - Gifts,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,104,0,1.28,10,6,8
Video- US - M 5-7 - Movies - S1350 - 30 Secs,Video- US - M 5-7 - Gifts,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,1779,0,22.69,146,38,91
